15 Feb 23 - 02:27,Harga TBS Kaltim Alami Tren Penurunan,9231,publish,Yes,Bisnis Kalimantan,-
03 Mar 23 - 03:31,"Pemprov Kaltim Bangun Gedung Perawatan RS Baru, Nilai Anggaran Capai Ratusan Miliar",9220,publish,Yes,Kabar Kalimantan,-
14 Oct 22 - 09:12,Karantina Pertanian Balikpapan Waspadai Hewan Ternak Selundupan,9213,publish,Yes,Kabar Kalimantan,-
27 Feb 23 - 04:40,"Kaltim Berhasil Turunkan Lagi Emisi Gas Rumah Kaca, Berapa Besarannya?",9212,publish,Yes,Bisnis Kalimantan,-
07 Dec 22 - 03:59,Rasio Gini Warga Kaltara Paling Rendah di Pulau Kalimantan,9211,publish,Yes,Kabar Kalimantan,-
16 Oct 22 - 04:07,Bank Indonesia Tingkatkan Daya Saing UMKM dengan Kurasi Produk Unggulan,9207,publish,Yes,Bisnis Kalimantan,-
15 Feb 23 - 04:36,Pengembangan Kopi Kaltim Terkendala Modal,9200,publish,Yes,Bisnis Kalimantan,-
06 Mar 23 - 10:00,"Proyek Penanganan Banjir Pemkot Balikpapan Jadi Sorotan, Ini Pemicunya",9186,publish,Yes,Kabar Kalimantan,-
01 Mar 23 - 10:38,Kaltim yang Pertama di Indonesia Dibayar Bank Dunia Atas Pengurangan Emisi,9178,publish,Yes,Kabar Kalimantan,-
14 Feb 23 - 04:56,"Akses Transportasi Pelabuhan Samarinda Disorot Pengawas Persaingan Usaha, Ada Apa?",9171,publish,Yes,Bisnis Kalimantan,-
15 May 22 - 03:37,"Bara Tabang Alokasikan Rp21,9 Miliar Untuk Dana CSR Pada 2022",9163,publish,Yes,Bisnis Kalimantan,-
28 Jun 22 - 07:47,Pembelian BBM Subsidi dan MGCR Lewat Aplikasi Belum Bisa Disosialisasikan di Kaltim,9158,publish,Yes,Bisnis Kalimantan,-
02 Mar 23 - 02:59,"Tingkat Hunian Perhotelan Kaltim 53,52 Persen Januari 2023",9158,publish,Yes,Bisnis Kalimantan,-
27 Sep 22 - 07:33,Pisang Kepok Krecek Kutai Timur Bakal Ekspor 60 Ton ke Singapura,9146,publish,Yes,Bisnis Kalimantan,-
16 Apr 23 - 02:22,Harga TBS Sawit di Kaltim Periode II April 2023,9141,publish,Yes,Kabar Kalimantan,-
02 May 22 - 06:11,Jadwal Pelayanan Puskesmas dan Vaksinasi Covid-19 Selama Cuti Bersama Idulfitri 2022 di Balikpapan,9140,publish,Yes,Kabar Kalimantan,-
10 Mar 23 - 03:10,"Jelang Ramadan, Pemkot Samarinda Bakal Kucurkan 500 Ton Minyak Goreng Curah",9129,publish,Yes,Bisnis Kalimantan,-
24 Dec 20 - 09:01,Kaltim Perketat Aturan Kunjungan ke Wilayahnya,9117,publish,Yes,Kabar Kalimantan,-
22 Feb 23 - 10:46,Pemerintah Mulai Berlakukan KTP Digital di Kota Balikpapan,9117,publish,Yes,Kabar Kalimantan,-
05 Oct 22 - 11:40,"Kasus Stunting di Kota Samarinda Turun 0,94 Persen dari Tahun Lalu",9113,publish,Yes,Kabar Kalimantan,-
01 Mar 23 - 06:18,"Ekspor Kaltim Naik Tiga Digit, Tiongkok Tujuan Utama",9105,publish,Yes,Bisnis Kalimantan,-
27 Sep 22 - 06:45,Pembangunan Jalan Pendekat Jembatan Pulau Balang Sisi Balikpapan Menunggu Revisi Status Pengadaan Lahan,9104,publish,Yes,Kabar Kalimantan,-
11 Oct 22 - 09:26,"Kalbar Siapkan 4,81 Juta Hektare Lahan Perkebunan Berkelanjutan",9086,publish,Yes,Kabar Kalimantan,-
26 Apr 23 - 05:02,"Seluruh Objek Wisata Populer di Kaltim Padat Pengunjung Saat Lebaran, Apa Saja?",9083,publish,Yes,Kabar Kalimantan,-
15 Dec 22 - 06:35,Sah! Wali Kota Balikpapan Lantik Sekda Definitif,9083,publish,Yes,Kabar Kalimantan,-
28 Feb 23 - 03:12,"Inflasi Jelang Ramadan Bayangi Kaltim, Ini Langkah Otoritas",9076,publish,Yes,Bisnis Kalimantan,-
16 Feb 23 - 01:02,UMKM Kaltim Terus Dipacu untuk Ekspor,9074,publish,Yes,Bisnis Kalimantan,-
25 Apr 23 - 01:04,"Antisipasi Arus Balik, Pelindo Balikpapan Tambah Fasilitas Toilet hingga Jumlah Porter",9068,publish,Yes,Bisnis Kalimantan,-
01 Feb 23 - 03:49,Angka Kelahiran Menunjukkan Penurunan Dalam Lima Dekade Terakhir,9063,publish,Yes,Kabar Kalimantan,-
17 Oct 22 - 03:59,"Bandara Pertama di Mahakam Ulu, Kaltim Alokasikan Rp100 Miliar untuk Akses",9052,publish,Yes,Kabar Kalimantan,-
27 Feb 23 - 04:44,Transkon Jaya (TRJA) Kantongi Kontrak Rp1 Triliun Sepanjang 2022,9050,publish,Yes,Kabar Kalimantan,-
22 Dec 22 - 05:10,"Pemprov Kaltim Beri Patronasi ke Kawasan Ekonomi Khusus MBTK, Mulai Digarap Serius?",9049,publish,Yes,Bisnis Kalimantan,-
27 Dec 22 - 08:58,"Lagi! Kecelakaan Maut Simpang Rapak Balikpapan, Ini Kronologinya",9043,publish,Yes,Kabar Kalimantan,-
15 Mar 22 - 05:10,"Jokowi ke Titik Nol IKN, Hotel di Balikpapan Tuai Dampak Positif",9043,publish,Yes,Bisnis Kalimantan,Headline
16 Feb 23 - 12:41,"Nilai Ekspor Kaltim Rp383,97 Triliun Tahun Lalu, Bagaimana 2023?",9042,publish,Yes,Bisnis Kalimantan,-
21 Mar 23 - 01:42,Pemprov Kaltim Sediakan 18.000 Pohon Pisang Kepok Gerecek Buat Petani,9039,publish,Yes,Bisnis Kalimantan,-
15 Dec 22 - 06:57,"Kanwil DJP Kaltimtara Kantongi Rp1,2 Triliun dari Program Pengungkapan Sukarela",9023,publish,Yes,Bisnis Kalimantan,-
20 Jun 21 - 05:25,Satgas Covid 19 Balikpapan Targetkan 10.000 Vaksinasi dalam 5 Hari ke Depan,9022,publish,Yes,Kabar Kalimantan,-
07 Oct 22 - 10:41,"Garap Energi Hijau, Apindo Kaltim Ajak PT Listrik Kaltim Kerja Sama Dengan Investor Malaysia",9014,publish,Yes,Kabar Kalimantan,-
07 Mar 23 - 03:28,"Kemiskinan Ekstrem Turun, Gubernur Kaltara Ungkap Penyebabnya",8995,publish,Yes,Kabar Kalimantan,-
01 Mar 23 - 04:57,"Inflasi Kaltim 0,11 Persen Februari 2023, Balikpapan Tertinggi se Kalimantan",8977,publish,Yes,Kabar Kalimantan,-
17 Mar 23 - 04:07,"Harga Bapok Kaltim pada Pekan Ketiga Maret 2023, Begini Datanya",8977,publish,Yes,Kabar Kalimantan,-
21 Feb 23 - 04:52,Pemkot Balikpapan Upayakan Tambah Tenaga Pendidik Lewat Jalur P3K Tahun Ini,8976,publish,Yes,Kabar Kalimantan,-
19 Oct 22 - 09:03,IKN Menerbitkan Harapan Hilirisasi Industri di Benua Etam,8974,publish,Yes,Kabar Kalimantan,-
23 Feb 23 - 04:22,"1 Ton Daging Babi Ditolak Masuk Otoritas Balikpapan, Kenapa?",8971,publish,Yes,Kabar Kalimantan,-
20 Jan 23 - 06:20,Kemandirian Fiskal Kabupaten/Kota di Kalteng Membaik,8970,publish,Yes,Kabar Kalimantan,-
25 Mar 22 - 01:47,Simak! Pekerja Kini Gratis Vaksinasi Booster Sinopharm di Balikpapan,8968,publish,Yes,Kabar Kalimantan,-
25 Apr 23 - 01:44,Arus Balik di Pelabuhan Semayang Balikpapan Diprediksi Tanggal 5 dan 8 Mei Mendatang,8962,publish,Yes,Kabar Kalimantan,-
08 Nov 22 - 07:22,"Ekonomi Kaltim Bakal Terus Menanjak, Ini Syaratnya",8952,publish,Yes,Kabar Kalimantan,Headline
15 Dec 22 - 03:25,Pemkot Balikpapan Targetkan Pembangunan Fisik Mencapai 95 Persen,8947,publish,Yes,Kabar Kalimantan,-
31 Jan 23 - 07:17,KPPU Menduga Ada Monopoli Minyakita di Kalimantan,8935,publish,Yes,Bisnis Kalimantan,-
14 Dec 22 - 11:24,Sinarmas Land Percaya Diri Ekspansi Bisnis ke IKN,8934,publish,Yes,Kabar Kalimantan,-
01 Feb 23 - 03:19,Sepertiga Penduduk Kaltim Merupakan Penduduk Migran,8932,publish,Yes,Kabar Kalimantan,-
18 Apr 23 - 04:12,Kredit Macet di Kaltim Terendah Sejak 2018,8929,publish,Yes,Bisnis Kalimantan,-
02 Feb 23 - 12:50,"BI Kaltim: Inflasi Desember 2022 Terkendali, Masih di Bawah Inflasi Nasional",8924,publish,Yes,Bisnis Kalimantan,-
19 Oct 22 - 01:46,"Petani Hortikultura Balikpapan Diminta Pakai Pupuk Organik, yang Subsidi Langka?",8900,publish,Yes,Kabar Kalimantan,-
12 May 22 - 08:05,Tingkat Hunian Novotel Ibis Balikpapan Meningkat,8885,publish,Yes,Kabar Kalimantan,-
13 Mar 23 - 01:41,"Soal Kinerja Ekonomi Kaltim, Ini Kata Bank Indonesia",8884,publish,Yes,Bisnis Kalimantan,-
24 May 22 - 02:08,"Covid-19 Kalimantan Timur: Kasus Positif Nyaris Nol, Separuh Kaltim Zona Hijau",8881,publish,Yes,Kabar Kalimantan,Headline
16 Mar 23 - 06:45,Ekspor Pisang Kepok Asal Kutai Timur Perluas Pasar ke Australia |,8877,publish,Yes,Bisnis Kalimantan,-
01 Feb 23 - 07:24,"Ekspor Kaltim Desember 2022 US$ 3,05 Miliar",8868,publish,Yes,Kabar Kalimantan,-
23 Dec 22 - 05:09,"Kinerja Pertanian Kalbar, Produksi Sawit Membaik, Komoditas Karet Jeblok",8865,publish,Yes,Kabar Kalimantan,-
08 Mar 23 - 04:47,"Raperda RTRW Kaltim 2022-2042 Siap Disahkan, Stimulus bagi Proyek IKN?",8864,publish,Yes,Kabar Kalimantan,-
22 May 22 - 02:06,"Raksasa Produsen Baja Jepang Dekati Pengusaha Kaltim, Ada Apa?",8849,publish,Yes,Bisnis Kalimantan,-
19 Jun 22 - 05:42,Pemuda Kaltim Diminta Bersaing Jadi Wirausaha Mandiri di Era Digital,8845,publish,Yes,Bisnis Kalimantan,-
12 Jan 23 - 04:50,Pemprov Kaltim Targetkan 51.000 UMKM Terima Dana BLT,8833,publish,Yes,Bisnis Kalimantan,-
21 Feb 23 - 03:10,Sektor Pertambangan Kaltim Paling Besar Urusan Utang di Perbankan,8831,publish,Yes,Bisnis Kalimantan,-
17 Apr 23 - 03:27,Pertumbuhan DPK di Kaltim Lampaui Penyaluran Kredit di Akhir 2022,8829,publish,Yes,Bisnis Kalimantan,-
16 Dec 22 - 01:48,"DJP Kaltimtara Selamatkan Rp4,35 miliar Kerugian Negara dari Tiga Pengemplang Pajak",8828,publish,Yes,Bisnis Kalimantan,-
16 Oct 22 - 04:28,Disbun Kaltim: Peremajaan Sawit Rakyat di Kaltim Cakup 6.965 Hektare,8822,publish,Yes,Bisnis Kalimantan,-
20 Jan 23 - 02:46,Pendapatan Daerah Kalteng Naik di Kuartal III/2022,8815,publish,Yes,Kabar Kalimantan,-
31 Jan 23 - 06:05,Pengusaha Wanita Kaltim Bakal Bangun Food Court di IKN,8812,publish,Yes,Bisnis Kalimantan,-
12 Dec 22 - 10:10,Inovasi Pengusaha Muda di Balik Gerai Yoghurt Self Service Pertama di Balikpapan,8805,publish,Yes,Bisnis Kalimantan,-
21 Feb 23 - 03:50,"Lampaui Ekspektasi, Capaian QRIS Kaltim Tembus 300.000 Pengguna",8804,publish,Yes,Bisnis Kalimantan,-
18 Oct 22 - 04:22,43 UMKM Kaltim Tembus Pasar Ekspor,8802,publish,Yes,Bisnis Kalimantan,-
09 Mar 23 - 06:58,Penghuni Lapas di Balikpapan Dapat BPJS Gratis dari Pemerintah,8801,publish,Yes,Bisnis Kalimantan,-
19 Oct 22 - 04:58,"LU Pertambangan Sumbang 0,81 Persen Terhadap Perekonomian Kaltim",8795,publish,Yes,Bisnis Kalimantan,-
20 Jan 23 - 04:33,Kaltim Siap Jadi Tuan Rumah Gelaran Organization of Islamic Cooperation,8777,publish,Yes,Kabar Kalimantan,-
21 Feb 23 - 03:23,Kredit Kendaraan Bermotor dan Multiguna Picu Penyaluran Kredit Perbankan di Kaltim,8770,publish,Yes,Bisnis Kalimantan,-
20 Mar 23 - 12:41,"Kawasan IKN Nusantara Belum Aman dari Banjir, Begini Upaya Otorita",8768,publish,Yes,Kabar Kalimantan,-
13 Apr 23 - 11:25,"Kalteng Alokasikan THR dan Gaji ke-13 Rp56 Miliar, Ini Waktu Pencairannya",8760,publish,Yes,Kabar Kalimantan,-
16 Jan 23 - 10:04,Opsi Penambahan Modal Bankaltimtara Hingga Rencana Bisnis di 2023,8757,publish,Yes,Bisnis Kalimantan,-
05 Apr 23 - 11:59,"BI: Inflasi Balikpapan Maret 2023 Meningkat, Lebih Tinggi dari Nasional",8754,publish,Yes,Bisnis Kalimantan,-
21 Mar 23 - 02:17,Pemprov Kalteng Siapkan Rp83 Miliar untuk Pencegahan Karhutla 2023,8748,publish,Yes,Kabar Kalimantan,-
07 Jul 21 - 10:53,Kota Balikpapan Tetapkan PPKM Darurat hingga 20 Juli 2021,8744,publish,Yes,Kabar Kalimantan,-
03 Nov 21 - 07:55,Pemprov Kalbar Pastikan Pemekaran Provinsi Kapuas Raya Segera Terbentuk,8742,publish,Yes,Kabar Kalimantan,-
14 Jan 21 - 06:13,"Realisasi APBD 2020 Kaltara Capai Rp2,4 triliun",8735,publish,Yes,Kabar Kalimantan,-
06 Feb 23 - 05:47,Pemerintah Berupaya Tekan Maraknya Kasus Diabetes di Balikpapan,8735,publish,Yes,Kabar Kalimantan,-
09 Dec 22 - 03:05,KPPU Ingatkan Pihak KSOP di Kaltim Taat Aturan Persaingan Usaha,8730,publish,Yes,Bisnis Kalimantan,-
20 Mar 23 - 12:50,"Soal Kenaikan Harga Jelang Ramadan, Begini Imbauan KPPU di Kalimantan",8729,publish,Yes,Bisnis Kalimantan,-
03 Apr 23 - 02:33,"Tidak Boleh Dicicil, Wagub Kaltim Imbau Perusahaan Bayar THR Sesuai Aturan",8725,publish,Yes,Bisnis Kalimantan,-
17 Oct 22 - 07:24,"Lanjutkan Tren Positif, Ekonomi Kaltim Parkir di 3,03 Persen pada Kuartal II/2022",8706,publish,Yes,Bisnis Kalimantan,-
13 Feb 23 - 09:28,Karantina Balikpapan Tahan Beras Ilegal Asal India,8704,publish,Yes,Kabar Kalimantan,-
26 Apr 23 - 08:12,Penumpang Angkutan Laut di Samarinda Tahun Ini Tertinggi Sejak 2019,8704,publish,Yes,Bisnis Kalimantan,-
17 Oct 22 - 12:49,Samarinda Bakal Punya RPH Terpadu Modern,8700,publish,Yes,Kabar Kalimantan,-
25 Oct 22 - 08:53,Fokus Bisnis Kaltim Amonium Nitrat Menyasar Pasar Dalam Negeri,8699,publish,Yes,Bisnis Kalimantan,-
01 Feb 23 - 04:38,"Inflasi Gabungan Kaltim 0,43 Persen Januari 2023",8673,publish,Yes,Bisnis Kalimantan,-
03 Apr 23 - 02:47,"Kaltim Inflasi 0,59 Persen pada Maret 2023",8663,publish,Yes,Bisnis Kalimantan,-
27 Apr 23 - 04:07,Pemprov Kaltim Alokasikan Rp1 Triliun untuk Paket Kegiatan Tahun 2023,8653,publish,Yes,Kabar Kalimantan,-
14 Oct 22 - 03:46,DPRD Balikpapan Usul Alokasi DAK Difokuskan pada Pengembangan Ekonomi Lewat UMKM,8646,publish,Yes,Kabar Kalimantan,-
17 May 22 - 12:33,"Petani Sawit Menjerit, Pemprov Kaltim Minta Aturan Soal Larangan Ekspor CPO Dikaji Ulang",8645,publish,Yes,Bisnis Kalimantan,Headline
17 Oct 22 - 04:42,Pemprov Kaltim Tangani Sementara Dua Area Longsor di Samarinda,8640,publish,Yes,Kabar Kalimantan,-
14 Oct 22 - 03:27,"Gubernur Kaltim Sindir Perusahaan Sawit, Tidak Mau Salurkan CSR?",8637,publish,Yes,Bisnis Kalimantan,-
14 Apr 23 - 03:50,Angkasa Pura I Proyeksikan Puncak Arus Mudik di Bandara SAMS Sepinggan 18 April 2023,8635,publish,Yes,Bisnis Kalimantan,-
05 Jan 23 - 07:16,Pemprov Kalbar Memiliki Harapan Besar PAD Terus Meningkat,8634,publish,Yes,Kabar Kalimantan,-
25 Oct 22 - 07:15,"Pupuk Kaltim Diversifikasi Pengembangan Amonium Nitrat Lewat Anak Usaha, Target Rampung 2023",8633,publish,Yes,Bisnis Kalimantan,-
28 Sep 22 - 04:39,Eksportir Pisang Kepok Krecek Terhambat Infrastruktur,8629,publish,Yes,Bisnis Kalimantan,-
26 Sep 22 - 03:10,"Kasus DBD Melonjak, Warga Balikpapan Diminta Serius Tingkatkan Kewaspadaan",8626,publish,Yes,Kabar Kalimantan,-
24 Oct 22 - 04:52,Menilik Pembangunan Infrastruktur Pedalaman Kaltim di Kabupaten Kubar dan Mahulu,8620,publish,Yes,Kabar Kalimantan,-
25 Oct 22 - 01:43,Kesan Warga Balikpapan Mendapat Buah Tangan dari Jokowi,8617,publish,Yes,Kabar Kalimantan,-
28 Apr 23 - 03:59,Gubernur Kaltara Buka Pintu Investasi dan Kerja Sama di Sektor Industri Hijau,8613,publish,Yes,Bisnis Kalimantan,-
26 Apr 23 - 04:53,Konsumsi Pertalite Hingga Pertamax Turbo di Kalimantan Naik Saat Lebaran,8608,publish,Yes,Bisnis Kalimantan,-
07 Oct 22 - 06:58,"Bisnis Indonesia Goes to Campus 2022, Bankaltimtara Berikan Pemahaman Literasi Keuangan Perbankan",8604,publish,Yes,Bisnis Kalimantan,-
03 Oct 22 - 09:32,Ekspor Hasil Industri Kaltim Paling Positif Sepanjang Agustus 2022,8603,publish,Yes,Bisnis Kalimantan,-
05 Apr 23 - 12:15,Peserta BPJS Ketegakerjaan Kaltim Tertinggi se-Kalimantan,8602,publish,Yes,Bisnis Kalimantan,-
05 Dec 22 - 01:19,"BPS Catat Indeks Pembangunan Manusia 2022 di Kaltim Tembus 77,44 Poin",8594,publish,Yes,Kabar Kalimantan,-
20 Jun 22 - 01:57,"Bank Indonesia Prakirakan Ekonomi Kaltim Bisa Capai 3,3 Persen (YoY) Tahun Ini",8593,publish,Yes,Bisnis Kalimantan,-
26 Apr 23 - 04:29,BKPSDM Pontianak Monitor Kehadiran ASN di Hari Pertama Kerja Pascalebaran,8587,publish,Yes,Kabar Kalimantan,-
12 Dec 22 - 05:44,"Potret Mobil Listrik Hingga Peluang Kemitraan SPKLU di Balikpapan, Ini Kata PLN",8583,publish,Yes,Bisnis Kalimantan,-
04 Oct 22 - 03:24,"Ekspor Nonmigas Kaltim Agustus 2022, Ini Komoditas Kontributor Terbesar",8583,publish,Yes,Kabar Kalimantan,-
16 Dec 22 - 04:15,Waduh! Komoditas Pertanian Ilegal Asal Mamuju hingga Jerman Dimusnahkan,8583,publish,Yes,Bisnis Kalimantan,-
03 Apr 23 - 01:27,Harga TBS Kaltim Hanya Naik Rp10 Periode II Maret 2023,8583,publish,Yes,Bisnis Kalimantan,-
26 Jan 23 - 11:17,Daftar Tunggu Calon Haji di Balikpapan Hingga 69 Tahun,8579,publish,Yes,Kabar Kalimantan,-
05 Apr 23 - 08:05,"Tumbuh Positif Sepanjang 2022, Sektor Perdagangan Kaltim Ditopang Perdagangan Eceran",8568,publish,Yes,Bisnis Kalimantan,-
28 Sep 22 - 07:32,"Kalsel Himpun Pendapatan Rp10,16 Triliun Kuartal II/2022",8568,publish,Yes,Kabar Kalimantan,-
21 May 22 - 10:44,Ini Lokasi Vaksinasi Covid-19 di Balikpapan,8565,publish,Yes,Kabar Kalimantan,-
25 Mar 23 - 05:02,Pertumbuhan Ekonomi Kaltim 2023 Naik Hingga 5 Persen? Ini Kata Bank Indonesia,8564,publish,Yes,Bisnis Kalimantan,-
21 Mar 23 - 01:25,"BMKG Peringatkan Warga Kaltim: Siap-siap Hadapi Banjir, Longsor, dan Cuaca Ekstrem!",8562,publish,Yes,Kabar Kalimantan,-
29 Oct 22 - 04:57,AHM Kaltim Optimistis Penjualan Tumbuh 5 Persen Tahun Depan,8560,publish,Yes,Bisnis Kalimantan,-
19 Dec 22 - 02:15,Speed Boat di Kaltara Diperiksa Jelang Nataru 2022,8557,publish,Yes,Kabar Kalimantan,-
14 Oct 22 - 04:29,Waspada! Tujuh Kabupaten/Kota di Kaltim Berstatus Zona Merah PMK,8554,publish,Yes,Kabar Kalimantan,-
24 Jan 23 - 11:30,"Pemkot Samarinda Bangun Terowongan Senilai Rp400 Miliar, Demi IKN?",8540,publish,Yes,Kabar Kalimantan,-
14 Feb 23 - 02:45,"Penerimaan Bea Cukai Kalimantan Bagian Timur Naik 115,16 Persen",8537,publish,Yes,Kabar Kalimantan,-
03 Oct 22 - 07:45,"Inflasi Kaltim 5,69 Persen Secara Tahunan Per September 2022, Tertinggi Sejak 2020",8534,publish,Yes,Bisnis Kalimantan,-
27 Apr 23 - 05:07,Kecelakaan Maut di Kaltim dan Kaltara Saat Lebaran Tahun 2023 Berkurang,8532,publish,Yes,Bisnis Kalimantan,-
25 Feb 22 - 03:42,"Melalui RUPSLB, Transkon Jaya (TRJA) Bentuk 2 Anak Usaha",8530,publish,Yes,Bisnis Kalimantan,Headline
17 Feb 21 - 06:15,Gubernur Terpilih Kaltara 2021-2024 Siapkan Langkah Strategis 100 Hari Kerja,8520,publish,Yes,Kabar Kalimantan,-
22 Jun 22 - 06:27,Pemerintah Pacu Konsumsi Pangan Lokal Tengah di Kaltim,8519,publish,Yes,Bisnis Kalimantan,-
12 Oct 22 - 07:05,Masa Depan Ekonomi Balikpapan Bertumpu pada MICE dan Ekonomi Kreatif,8513,publish,Yes,Kabar Kalimantan,-
24 Mar 23 - 06:42,Sektor Pertambangan Kaltim Tumbuh Positif Sepanjang 2022,8511,publish,Yes,Bisnis Kalimantan,-
15 Sep 22 - 03:15,17 Persen Wanita Minati Pekerjaan TA di Kilang Minyak Balikpapan,8510,publish,Yes,Bisnis Kalimantan,-
19 Apr 21 - 06:34,Harga TBS di Kalsel Meningkat 6 Persen pada April 2021,8507,publish,Yes,Kabar Kalimantan,-
09 Dec 22 - 02:30,"Pertamina Setor Rp2,2 Triliun PBBKB ke Pemprov Kaltim",8507,publish,Yes,Bisnis Kalimantan,-
24 Oct 22 - 09:25,Kemandirian Fiskal Kaltim Cetak Rekor Tertinggi Sejak 2019,8506,publish,Yes,Bisnis Kalimantan,-
10 May 22 - 02:39,"Perekonomian Kaltim Tumbuh Positif 1,85 Persen di Kuartal I/2022",8500,publish,Yes,Bisnis Kalimantan,-
13 Oct 22 - 04:55,"Pemkot Balikpapan Klaim Tren DBD Meningkat, Kasus Meninggal Didominasi Anak-anak",8498,publish,Yes,Kabar Kalimantan,-
16 Apr 23 - 10:52,Pelabuhan Semayang Balikpapan Diminta Percepat Lalu Lintas Logistik,8496,publish,Yes,Kabar Kalimantan,-
10 Oct 22 - 03:32,Kaltim Ajukan Klaim Uang Emisi Karbon US$25 Juta ke World Bank,8492,publish,Yes,Kabar Kalimantan,-
31 Oct 22 - 06:35,"Kasus Positif Covid-19 di Balikpapan Meningkat, Didominasi Pekerja",8490,publish,Yes,Kabar Kalimantan,-
23 May 22 - 10:56,"Ekspor CPO Dibuka, Begini Harga Minyak Goreng di Kota Balikpapan",8490,publish,Yes,Bisnis Kalimantan,-
29 Nov 22 - 09:50,Pemprov Kaltim Soroti Sejumlah Jalan Nasional yang Rusak,8477,publish,Yes,Kabar Kalimantan,-
31 Jan 23 - 03:30,Tenaga Kerja Kaltim Bakal Tergantikan oleh Teknologi? Begini Penjelasan Apindo,8477,publish,Yes,Bisnis Kalimantan,-
04 Oct 22 - 12:57,Bank Indonesia Ungkap Kelompok Transportasi Pemicu Utama Kenaikan Inflasi Kaltim,8477,publish,Yes,Bisnis Kalimantan,-
12 Apr 23 - 08:48,Puncak Mudik dari Pelabuhan Balikpapan Diproyeksi 13-17 April 2023,8473,publish,Yes,Bisnis Kalimantan,-
24 Oct 22 - 01:29,Keyakinan Konsumen Kaltim Tertinggi Dalam 4 Tahun,8468,publish,Yes,Kabar Kalimantan,-
20 Mar 23 - 07:50,Antisipasi Dini Sejak dalam Kandungan Jadi Strategi Balikpapan Cegah Stunting,8468,publish,Yes,Bisnis Kalimantan,-
13 Dec 22 - 02:27,"KPPU Getol Pastikan Pelabuhan di Kaltim Bersih dari Monopoli, karena IKN Pindah?",8466,publish,Yes,Bisnis Kalimantan,-
06 Oct 22 - 09:06,"Okupansi Perhotelan Kaltim Capai 60,32 Persen pada Agustus 2022",8462,publish,Yes,Kabar Kalimantan,-
14 Apr 23 - 02:27,Baznas Balikpapan Targetkan Penerimaan Zakat Hingga Rp15 Miliar,8460,publish,Yes,Bisnis Kalimantan,-
28 Jan 21 - 09:27,"Penularan Covid 19 di Kaltim Masih Tinggi, 10 Kabupaten/Kota Berstatus Zona Merah",8457,publish,Yes,Kabar Kalimantan,-
13 Dec 22 - 05:31,"Pembangunan Infrastruktur Kaltim, Gubernur Ungkap Tantangannya",8455,publish,Yes,Kabar Kalimantan,-
02 Apr 23 - 04:57,Pelaku Pencurian Batu Bara di Kaltim Ditembak Mati Polisi,8452,publish,Yes,Kabar Kalimantan,-
15 Mar 23 - 05:47,"Jelang Ramadan, Wagub Kaltim Imbau Pemerintah Kabupaten/Kota Gelar Pasar Murah",8444,publish,Yes,Kabar Kalimantan,-
11 Apr 23 - 02:45,"Masyarakat Kaltim Optimistis Ekonomi Tetap Kuat, Dipengaruhi IKN",8439,publish,Yes,Kabar Kalimantan,-
23 Dec 22 - 04:20,"Ekonomi Kalbar Tumbuh 6,48 Persen, Begini Kondisinya",8438,publish,Yes,Kabar Kalimantan,-
04 Apr 23 - 12:23,"Hunian Kamar Hotel Kaltim 60,71 Persen Februari 2023, Bintang 5 Laris Manis",8435,publish,Yes,Bisnis Kalimantan,-
15 Dec 20 - 07:09,"Sah! APBD 2021 Kaltim Diketok, Nilainya Rp11,61 Triliun",8434,publish,Yes,Kabar Kalimantan,-
15 Nov 22 - 11:16,"Penyaluran Pembiayaan IKNB Kaltim Capai Rp16,81 Triliun, Ini Porsi Terbesarnya",8429,publish,Yes,Bisnis Kalimantan,Headline
17 Dec 20 - 09:19,3 Surat Edaran Pemkot Balikpapan Perketat Protokol Kesehatan,8426,publish,Yes,Kabar Kalimantan,Headline
24 Oct 22 - 07:46,"Penyaluran Dana Desa di Kaltim Capai 44,64 Persen Kuartal II/2022",8423,publish,Yes,Kabar Kalimantan,-
29 Nov 22 - 04:23,"Kemantapan Jalan Provinsi Kaltim Capai 77,41 Persen",8423,publish,Yes,Kabar Kalimantan,-
03 Oct 22 - 08:32,"Ekspor Gas Naik 2 Kali Lipat, Kaltim Cetak Nilai Ekspor US$3,71 Miliar Agustus 2022",8415,publish,Yes,Bisnis Kalimantan,-
13 Dec 22 - 04:32,Pemprov Kaltim Targetkan 200 Kampung Iklim Hingga 2030,8415,publish,Yes,Kabar Kalimantan,-
25 Oct 22 - 12:26,Jokowi Bakal Kumpulkan Investor ke IKN? Begini Kata Menteri PUPR,8414,publish,Yes,Kabar Kalimantan,-
28 Apr 23 - 03:48,Kabupaten PPU dan Kukar Destinasi Terfavorit Wisatawan Selama Lebaran di Kaltim,8412,publish,Yes,Bisnis Kalimantan,-
27 Sep 22 - 07:40,"Bulog Kaltimra Minta Masyarakat Tidak Panik Krisis Pangan, Gelontorkan 2.700 Ton Beras",8410,publish,Yes,Bisnis Kalimantan,-
28 Apr 23 - 04:58,Pengusaha Logistik di Kaltim Sesuaikan Biaya Angkutan Imbas Kenaikan Tarif Tol Balsam,8409,publish,Yes,Bisnis Kalimantan,-
26 Sep 22 - 04:29,Disperkim Balikpapan Bakal Bangun 70 Rumah Tidak Layak Huni Bulan Depan,8409,publish,Yes,Kabar Kalimantan,-
